"id","subject_id","student_id","grade","time_of"
751,7,"929b52",8,2023-03-08
752,3,"929b52",10,2023-03-08
753,4,"549cec",6,2023-03-08
754,2,"549cec",5,2023-03-08
755,7,"549cec",1,2023-03-08
756,3,"549cec",7,2023-03-08
757,8,"39be13",11,2023-03-09
758,6,"39be13",5,2023-03-09
759,1,"39be13",8,2023-03-09
760,5,"39be13",7,2023-03-09
761,2,"39be13",5,2023-03-09
762,8,"7bfb92",2,2023-03-09
763,6,"7bfb92",5,2023-03-09
764,1,"7bfb92",2,2023-03-09
765,5,"7bfb92",9,2023-03-09
766,2,"7bfb92",9,2023-03-09
767,8,"929b52",2,2023-03-09
768,6,"929b52",9,2023-03-09
769,1,"929b52",3,2023-03-09
770,5,"929b52",7,2023-03-09
771,2,"929b52",5,2023-03-09
772,8,edbed6,9,2023-03-09
773,6,edbed6,5,2023-03-09
774,1,edbed6,10,2023-03-09
775,5,edbed6,5,2023-03-09
776,2,edbed6,8,2023-03-09
777,8,c77731,12,2023-03-09
778,6,c77731,3,2023-03-09
779,1,c77731,4,2023-03-09
780,5,c77731,3,2023-03-09
781,2,c77731,5,2023-03-09
782,3,b39cee,8,2023-03-10
783,4,b39cee,10,2023-03-10
784,2,b39cee,7,2023-03-10
785,1,b39cee,10,2023-03-10
786,3,bbdcca,2,2023-03-10
787,4,bbdcca,7,2023-03-10
788,2,bbdcca,3,2023-03-10
789,1,bbdcca,11,2023-03-10
790,3,a67c06,1,2023-03-10
791,4,a67c06,3,2023-03-10
792,2,a67c06,1,2023-03-10
793,1,a67c06,8,2023-03-10
794,3,e04ff9,10,2023-03-10
795,4,e04ff9,2,2023-03-10
796,2,e04ff9,6,2023-03-10
797,1,e04ff9,4,2023-03-10
798,5,"80cc75",3,2023-03-13
799,8,"80cc75",3,2023-03-13
800,2,"80cc75",11,2023-03-13
801,6,"80cc75",10,2023-03-13
802,1,"80cc75",4,2023-03-13
803,5,"000a1b",11,2023-03-13
804,8,"000a1b",3,2023-03-13
805,2,"000a1b",9,2023-03-13
806,6,"000a1b",10,2023-03-13
807,1,"000a1b",7,2023-03-13
808,5,eabec7,5,2023-03-13
809,8,eabec7,4,2023-03-13
810,2,eabec7,5,2023-03-13
811,6,eabec7,7,2023-03-13
812,1,eabec7,11,2023-03-13
813,5,"7b268b",9,2023-03-13
814,8,"7b268b",10,2023-03-13
815,2,"7b268b",1,2023-03-13
816,6,"7b268b",12,2023-03-13
817,1,"7b268b",4,2023-03-13
818,5,a67c06,5,2023-03-13
819,8,a67c06,4,2023-03-13
820,2,a67c06,4,2023-03-13
821,6,a67c06,4,2023-03-13
822,1,a67c06,9,2023-03-13
823,8,"3762de",5,2023-03-14
824,5,"3762de",5,2023-03-14
825,1,"3762de",12,2023-03-14
826,2,"3762de",7,2023-03-14
827,8,"047011",10,2023-03-14
828,5,"047011",12,2023-03-14
829,1,"047011",9,2023-03-14
830,2,"047011",7,2023-03-14
831,8,"11b9cb",3,2023-03-14
832,5,"11b9cb",1,2023-03-14
833,1,"11b9cb",4,2023-03-14
834,2,"11b9cb",2,2023-03-14
835,8,"98059a",12,2023-03-14
836,5,"98059a",2,2023-03-14
837,1,"98059a",10,2023-03-14
838,2,"98059a",3,2023-03-14
839,8,a06b5a,10,2023-03-14
840,5,a06b5a,3,2023-03-14
841,1,a06b5a,1,2023-03-14
842,2,a06b5a,9,2023-03-14
843,5,b93755,2,2023-03-15
844,4,b93755,8,2023-03-15
845,2,b93755,7,2023-03-15
846,7,b93755,5,2023-03-15
847,5,bbdcca,12,2023-03-15
848,4,bbdcca,10,2023-03-15
849,2,bbdcca,10,2023-03-15
850,7,bbdcca,11,2023-03-15
851,5,"0a8153",6,2023-03-15
852,4,"0a8153",12,2023-03-15
853,2,"0a8153",1,2023-03-15
854,7,"0a8153",3,2023-03-15
855,5,"929b52",8,2023-03-15
856,4,"929b52",1,2023-03-15
857,2,"929b52",3,2023-03-15
858,7,"929b52",10,2023-03-15
859,4,b85d7b,11,2023-03-16
860,7,b85d7b,7,2023-03-16
861,2,b85d7b,12,2023-03-16
862,3,b85d7b,10,2023-03-16
863,4,a2befa,3,2023-03-16
864,7,a2befa,3,2023-03-16
865,2,a2befa,4,2023-03-16
866,3,a2befa,8,2023-03-16
867,4,b931ea,4,2023-03-16
868,7,b931ea,3,2023-03-16
869,2,b931ea,2,2023-03-16
870,3,b931ea,5,2023-03-16
871,4,b706e0,5,2023-03-16
872,7,b706e0,11,2023-03-16
873,2,b706e0,8,2023-03-16
874,3,b706e0,4,2023-03-16
875,4,e04ff9,8,2023-03-16
876,7,e04ff9,11,2023-03-16
877,2,e04ff9,8,2023-03-16
878,3,e04ff9,2,2023-03-16
879,7,"807817",3,2023-03-17
880,6,"807817",12,2023-03-17
881,5,"807817",4,2023-03-17
882,3,"807817",6,2023-03-17
883,7,"275dd5",9,2023-03-17
884,6,"275dd5",4,2023-03-17
885,5,"275dd5",3,2023-03-17
886,3,"275dd5",3,2023-03-17
887,7,e62b25,5,2023-03-17
888,6,e62b25,3,2023-03-17
889,5,e62b25,9,2023-03-17
890,3,e62b25,1,2023-03-17
891,7,c91a13,4,2023-03-17
892,6,c91a13,9,2023-03-17
893,5,c91a13,6,2023-03-17
894,3,c91a13,1,2023-03-17
895,6,decb92,2,2023-03-20
896,8,decb92,4,2023-03-20
897,5,decb92,12,2023-03-20
898,3,decb92,11,2023-03-20
899,6,"549cec",10,2023-03-20
900,8,"549cec",2,2023-03-20
901,5,"549cec",2,2023-03-20
902,3,"549cec",9,2023-03-20
903,6,"2d30ec",9,2023-03-20
904,8,"2d30ec",8,2023-03-20
905,5,"2d30ec",12,2023-03-20
906,3,"2d30ec",11,2023-03-20
907,6,"807817",5,2023-03-20
908,8,"807817",1,2023-03-20
909,5,"807817",6,2023-03-20
910,3,"807817",6,2023-03-20
911,6,"047011",10,2023-03-20
912,8,"047011",6,2023-03-20
913,5,"047011",3,2023-03-20
914,3,"047011",12,2023-03-20
915,2,c91a13,6,2023-03-21
916,1,c91a13,9,2023-03-21
917,3,c91a13,1,2023-03-21
918,8,c91a13,1,2023-03-21
919,2,"549cec",9,2023-03-21
920,1,"549cec",9,2023-03-21
921,3,"549cec",4,2023-03-21
922,8,"549cec",11,2023-03-21
923,2,e62b25,4,2023-03-21
924,1,e62b25,3,2023-03-21
925,3,e62b25,8,2023-03-21
926,8,e62b25,11,2023-03-21
927,2,a482ef,1,2023-03-21
928,1,a482ef,12,2023-03-21
929,3,a482ef,3,2023-03-21
930,8,a482ef,4,2023-03-21
931,8,"549cec",2,2023-03-22
932,5,"549cec",3,2023-03-22
933,6,"549cec",12,2023-03-22
934,3,"549cec",4,2023-03-22
935,7,"549cec",5,2023-03-22
936,8,b931ea,2,2023-03-22
937,5,b931ea,3,2023-03-22
938,6,b931ea,7,2023-03-22
939,3,b931ea,3,2023-03-22
940,7,b931ea,7,2023-03-22
941,8,a482ef,8,2023-03-22
942,5,a482ef,6,2023-03-22
943,6,a482ef,7,2023-03-22
944,3,a482ef,11,2023-03-22
945,7,a482ef,7,2023-03-22
946,8,"83d833",10,2023-03-22
947,5,"83d833",9,2023-03-22
948,6,"83d833",9,2023-03-22
949,3,"83d833",7,2023-03-22
950,7,"83d833",6,2023-03-22
951,7,"98059a",9,2023-03-23
952,1,"98059a",5,2023-03-23
953,2,"98059a",1,2023-03-23
954,8,"98059a",10,2023-03-23
955,7,"960b19",1,2023-03-23
956,1,"960b19",4,2023-03-23
957,2,"960b19",5,2023-03-23
958,8,"960b19",3,2023-03-23
959,7,bbdcca,9,2023-03-23
960,1,bbdcca,5,2023-03-23
961,2,bbdcca,6,2023-03-23
962,8,bbdcca,4,2023-03-23
963,7,b9b00b,4,2023-03-23
964,1,b9b00b,8,2023-03-23
965,2,b9b00b,4,2023-03-23
966,8,b9b00b,12,2023-03-23
967,7,"2d2957",10,2023-03-23
968,1,"2d2957",12,2023-03-23
969,2,"2d2957",4,2023-03-23
970,8,"2d2957",3,2023-03-23
971,6,"40e0fe",9,2023-03-24
972,5,"40e0fe",12,2023-03-24
973,7,"40e0fe",4,2023-03-24
974,4,"40e0fe",12,2023-03-24
975,6,"1e77b0",4,2023-03-24
976,5,"1e77b0",8,2023-03-24
977,7,"1e77b0",1,2023-03-24
978,4,"1e77b0",8,2023-03-24
979,6,"98059a",9,2023-03-24
980,5,"98059a",12,2023-03-24
981,7,"98059a",12,2023-03-24
982,4,"98059a",1,2023-03-24
983,6,"807817",9,2023-03-24
984,5,"807817",3,2023-03-24
985,7,"807817",6,2023-03-24
986,4,"807817",7,2023-03-24
987,6,a482ef,9,2023-03-24
988,5,a482ef,1,2023-03-24
989,7,a482ef,10,2023-03-24
990,4,a482ef,2,2023-03-24
991,2,a482ef,8,2023-03-27
992,3,a482ef,12,2023-03-27
993,8,a482ef,10,2023-03-27
994,1,a482ef,1,2023-03-27
995,4,a482ef,8,2023-03-27
996,2,"6f7010",6,2023-03-27
997,3,"6f7010",7,2023-03-27
998,8,"6f7010",8,2023-03-27
999,1,"6f7010",10,2023-03-27
1000,4,"6f7010",10,2023-03-27
1001,2,"0a8153",3,2023-03-27
1002,3,"0a8153",3,2023-03-27
1003,8,"0a8153",9,2023-03-27
1004,1,"0a8153",7,2023-03-27
1005,4,"0a8153",10,2023-03-27
1006,2,"807817",12,2023-03-27
1007,3,"807817",12,2023-03-27
1008,8,"807817",8,2023-03-27
1009,1,"807817",10,2023-03-27
1010,4,"807817",3,2023-03-27
1011,2,b931ea,7,2023-03-27
1012,3,b931ea,12,2023-03-27
1013,8,b931ea,10,2023-03-27
1014,1,b931ea,4,2023-03-27
1015,4,b931ea,12,2023-03-27
1016,8,b9b00b,8,2023-03-28
1017,5,b9b00b,7,2023-03-28
1018,3,b9b00b,10,2023-03-28
1019,4,b9b00b,9,2023-03-28
1020,2,b9b00b,7,2023-03-28
1021,8,"0a8153",12,2023-03-28
1022,5,"0a8153",4,2023-03-28
1023,3,"0a8153",11,2023-03-28
1024,4,"0a8153",12,2023-03-28
1025,2,"0a8153",4,2023-03-28
1026,8,"98059a",5,2023-03-28
1027,5,"98059a",12,2023-03-28
1028,3,"98059a",9,2023-03-28
1029,4,"98059a",10,2023-03-28
1030,2,"98059a",8,2023-03-28
1031,8,"2d30ec",3,2023-03-28
1032,5,"2d30ec",11,2023-03-28
1033,3,"2d30ec",7,2023-03-28
1034,4,"2d30ec",5,2023-03-28
1035,2,"2d30ec",3,2023-03-28
1036,8,b723f5,6,2023-03-28
1037,5,b723f5,2,2023-03-28
1038,3,b723f5,7,2023-03-28
1039,4,b723f5,7,2023-03-28
1040,2,b723f5,7,2023-03-28
1041,1,"807817",6,2023-03-29
1042,6,"807817",9,2023-03-29
1043,8,"807817",5,2023-03-29
1044,4,"807817",11,2023-03-29
1045,1,ed3bef,11,2023-03-29
1046,6,ed3bef,10,2023-03-29
1047,8,ed3bef,11,2023-03-29
1048,4,ed3bef,11,2023-03-29
1049,1,"11b9cb",3,2023-03-29
1050,6,"11b9cb",7,2023-03-29
1051,8,"11b9cb",6,2023-03-29
1052,4,"11b9cb",11,2023-03-29
1053,1,"3762de",3,2023-03-29
1054,6,"3762de",7,2023-03-29
1055,8,"3762de",5,2023-03-29
1056,4,"3762de",2,2023-03-29
1057,1,"5f76a8",9,2023-03-29
1058,6,"5f76a8",1,2023-03-29
1059,8,"5f76a8",5,2023-03-29
1060,4,"5f76a8",3,2023-03-29
1061,1,b723f5,5,2023-03-30
1062,7,b723f5,11,2023-03-30
1063,2,b723f5,3,2023-03-30
1064,6,b723f5,3,2023-03-30
1065,3,b723f5,3,2023-03-30
1066,1,"275dd5",8,2023-03-30
1067,7,"275dd5",7,2023-03-30
1068,2,"275dd5",1,2023-03-30
1069,6,"275dd5",2,2023-03-30
1070,3,"275dd5",1,2023-03-30
1071,1,"39be13",3,2023-03-30
1072,7,"39be13",11,2023-03-30
1073,2,"39be13",2,2023-03-30
1074,6,"39be13",6,2023-03-30
1075,3,"39be13",2,2023-03-30
1076,1,"40e0fe",9,2023-03-30
1077,7,"40e0fe",1,2023-03-30
1078,2,"40e0fe",4,2023-03-30
1079,6,"40e0fe",12,2023-03-30
1080,3,"40e0fe",2,2023-03-30
1081,1,"997a44",9,2023-03-31
1082,6,"997a44",8,2023-03-31
1083,8,"997a44",4,2023-03-31
1084,5,"997a44",1,2023-03-31
1085,7,"997a44",2,2023-03-31
1086,1,e04ff9,2,2023-03-31
1087,6,e04ff9,10,2023-03-31
1088,8,e04ff9,8,2023-03-31
1089,5,e04ff9,10,2023-03-31
1090,7,e04ff9,7,2023-03-31
1091,1,ab288c,9,2023-03-31
1092,6,ab288c,7,2023-03-31
1093,8,ab288c,4,2023-03-31
1094,5,ab288c,3,2023-03-31
1095,7,ab288c,9,2023-03-31
1096,1,"7b268b",5,2023-03-31
1097,6,"7b268b",8,2023-03-31
1098,8,"7b268b",7,2023-03-31
1099,5,"7b268b",10,2023-03-31
1100,7,"7b268b",3,2023-03-31
1101,1,"6f7010",4,2023-03-31
1102,6,"6f7010",6,2023-03-31
1103,8,"6f7010",9,2023-03-31
1104,5,"6f7010",4,2023-03-31
1105,7,"6f7010",8,2023-03-31
1106,8,"275dd5",10,2023-04-03
1107,1,"275dd5",10,2023-04-03
1108,7,"275dd5",8,2023-04-03
1109,4,"275dd5",7,2023-04-03
1110,6,"275dd5",12,2023-04-03
1111,8,"98059a",2,2023-04-03
1112,1,"98059a",1,2023-04-03
1113,7,"98059a",12,2023-04-03
1114,4,"98059a",6,2023-04-03
1115,6,"98059a",1,2023-04-03
1116,8,"3762de",9,2023-04-03
1117,1,"3762de",4,2023-04-03
1118,7,"3762de",6,2023-04-03
1119,4,"3762de",2,2023-04-03
1120,6,"3762de",1,2023-04-03
1121,8,"7bfb92",10,2023-04-03
1122,1,"7bfb92",1,2023-04-03
1123,7,"7bfb92",12,2023-04-03
1124,4,"7bfb92",1,2023-04-03
1125,6,"7bfb92",12,2023-04-03
1126,6,b706e0,11,2023-04-04
1127,7,b706e0,1,2023-04-04
1128,3,b706e0,10,2023-04-04
1129,5,b706e0,1,2023-04-04
1130,6,"929b52",11,2023-04-04
1131,7,"929b52",12,2023-04-04
1132,3,"929b52",12,2023-04-04
1133,5,"929b52",6,2023-04-04
1134,6,"000a1b",10,2023-04-04
1135,7,"000a1b",10,2023-04-04
1136,3,"000a1b",5,2023-04-04
1137,5,"000a1b",6,2023-04-04
1138,6,b723f5,9,2023-04-04
1139,7,b723f5,12,2023-04-04
1140,3,b723f5,11,2023-04-04
1141,5,b723f5,11,2023-04-04
1142,6,e62b25,4,2023-04-04
1143,7,e62b25,6,2023-04-04
1144,3,e62b25,7,2023-04-04
1145,5,e62b25,9,2023-04-04
1146,4,"549cec",12,2023-04-05
1147,1,"549cec",9,2023-04-05
1148,8,"549cec",5,2023-04-05
1149,6,"549cec",10,2023-04-05
1150,4,"40e0fe",12,2023-04-05
1151,1,"40e0fe",5,2023-04-05
1152,8,"40e0fe",3,2023-04-05
1153,6,"40e0fe",2,2023-04-05
1154,4,dcdc9b,10,2023-04-05
1155,1,dcdc9b,8,2023-04-05
1156,8,dcdc9b,1,2023-04-05
1157,6,dcdc9b,11,2023-04-05
1158,4,eabec7,7,2023-04-05
1159,1,eabec7,11,2023-04-05
1160,8,eabec7,2,2023-04-05
1161,6,eabec7,8,2023-04-05
1162,6,"047011",5,2023-04-06
1163,2,"047011",6,2023-04-06
1164,7,"047011",4,2023-04-06
1165,8,"047011",11,2023-04-06
1166,3,"047011",4,2023-04-06
1167,6,"2d2957",6,2023-04-06
1168,2,"2d2957",2,2023-04-06
1169,7,"2d2957",5,2023-04-06
1170,8,"2d2957",11,2023-04-06
1171,3,"2d2957",6,2023-04-06
1172,6,c91a13,8,2023-04-06
1173,2,c91a13,1,2023-04-06
1174,7,c91a13,4,2023-04-06
1175,8,c91a13,5,2023-04-06
1176,3,c91a13,3,2023-04-06
1177,6,"98059a",9,2023-04-06
1178,2,"98059a",8,2023-04-06
1179,7,"98059a",1,2023-04-06
1180,8,"98059a",2,2023-04-06
1181,3,"98059a",8,2023-04-06
1182,6,"6f7010",7,2023-04-07
1183,4,"6f7010",4,2023-04-07
1184,3,"6f7010",8,2023-04-07
1185,7,"6f7010",3,2023-04-07
1186,6,"807817",4,2023-04-07
1187,4,"807817",6,2023-04-07
1188,3,"807817",8,2023-04-07
1189,7,"807817",2,2023-04-07
1190,6,eabec7,5,2023-04-07
1191,4,eabec7,8,2023-04-07
1192,3,eabec7,12,2023-04-07
1193,7,eabec7,11,2023-04-07
1194,6,"7b268b",9,2023-04-07
1195,4,"7b268b",10,2023-04-07
1196,3,"7b268b",6,2023-04-07
1197,7,"7b268b",4,2023-04-07
1198,6,bbdcca,2,2023-04-07
1199,4,bbdcca,4,2023-04-07
1200,3,bbdcca,9,2023-04-07
1201,7,bbdcca,7,2023-04-07
1202,3,c91a13,10,2023-04-10
1203,6,c91a13,3,2023-04-10
1204,7,c91a13,6,2023-04-10
1205,1,c91a13,12,2023-04-10
1206,3,"549cec",2,2023-04-10
1207,6,"549cec",5,2023-04-10
1208,7,"549cec",8,2023-04-10
1209,1,"549cec",7,2023-04-10
1210,3,b9b00b,4,2023-04-10
1211,6,b9b00b,10,2023-04-10
1212,7,b9b00b,9,2023-04-10
1213,1,b9b00b,10,2023-04-10
1214,3,"807817",6,2023-04-10
1215,6,"807817",1,2023-04-10
1216,7,"807817",4,2023-04-10
1217,1,"807817",12,2023-04-10
1218,3,a06b5a,8,2023-04-10
1219,6,a06b5a,4,2023-04-10
1220,7,a06b5a,7,2023-04-10
1221,1,a06b5a,3,2023-04-10
1222,5,"2d2957",10,2023-04-11
1223,8,"2d2957",7,2023-04-11
1224,2,"2d2957",3,2023-04-11
1225,1,"2d2957",11,2023-04-11
1226,5,"6f234a",4,2023-04-11
1227,8,"6f234a",6,2023-04-11
1228,2,"6f234a",5,2023-04-11
1229,1,"6f234a",10,2023-04-11
1230,5,"807817",10,2023-04-11
1231,8,"807817",5,2023-04-11
1232,2,"807817",1,2023-04-11
1233,1,"807817",8,2023-04-11
1234,5,"0a8153",12,2023-04-11
1235,8,"0a8153",6,2023-04-11
1236,2,"0a8153",12,2023-04-11
1237,1,"0a8153",5,2023-04-11
1238,5,c77731,11,2023-04-11
1239,8,c77731,5,2023-04-11
1240,2,c77731,1,2023-04-11
1241,1,c77731,5,2023-04-11
1242,2,b706e0,6,2023-04-12
1243,3,b706e0,4,2023-04-12
1244,7,b706e0,5,2023-04-12
1245,6,b706e0,11,2023-04-12
1246,5,b706e0,3,2023-04-12
1247,2,ed3bef,10,2023-04-12
1248,3,ed3bef,7,2023-04-12
1249,7,ed3bef,6,2023-04-12
1250,6,ed3bef,3,2023-04-12
1251,5,ed3bef,10,2023-04-12
1252,2,c91a13,1,2023-04-12
1253,3,c91a13,4,2023-04-12
1254,7,c91a13,9,2023-04-12
1255,6,c91a13,9,2023-04-12
1256,5,c91a13,3,2023-04-12
1257,2,b723f5,5,2023-04-12
1258,3,b723f5,11,2023-04-12
1259,7,b723f5,8,2023-04-12
1260,6,b723f5,11,2023-04-12
1261,5,b723f5,6,2023-04-12
1262,2,dcdc9b,9,2023-04-13
1263,4,dcdc9b,9,2023-04-13
1264,5,dcdc9b,10,2023-04-13
1265,8,dcdc9b,2,2023-04-13
1266,3,dcdc9b,1,2023-04-13
1267,2,c91a13,1,2023-04-13
1268,4,c91a13,11,2023-04-13
1269,5,c91a13,5,2023-04-13
1270,8,c91a13,6,2023-04-13
1271,3,c91a13,1,2023-04-13
1272,2,b9b00b,4,2023-04-13
1273,4,b9b00b,2,2023-04-13
1274,5,b9b00b,6,2023-04-13
1275,8,b9b00b,8,2023-04-13
1276,3,b9b00b,2,2023-04-13
1277,2,"83d833",11,2023-04-13
1278,4,"83d833",4,2023-04-13
1279,5,"83d833",9,2023-04-13
1280,8,"83d833",9,2023-04-13
1281,3,"83d833",2,2023-04-13
1282,2,b723f5,11,2023-04-13
1283,4,b723f5,12,2023-04-13
1284,5,b723f5,8,2023-04-13
1285,8,b723f5,1,2023-04-13
1286,3,b723f5,9,2023-04-13
1287,1,"7b268b",4,2023-04-14
1288,2,"7b268b",4,2023-04-14
1289,7,"7b268b",5,2023-04-14
1290,4,"7b268b",8,2023-04-14
1291,1,e62b25,2,2023-04-14
1292,2,e62b25,11,2023-04-14
1293,7,e62b25,7,2023-04-14
1294,4,e62b25,1,2023-04-14
1295,1,c91a13,1,2023-04-14
1296,2,c91a13,2,2023-04-14
1297,7,c91a13,10,2023-04-14
1298,4,c91a13,8,2023-04-14
1299,1,b706e0,7,2023-04-14
1300,2,b706e0,7,2023-04-14
1301,7,b706e0,8,2023-04-14
1302,4,b706e0,7,2023-04-14
1303,1,"1e77b0",4,2023-04-14
1304,2,"1e77b0",8,2023-04-14
1305,7,"1e77b0",1,2023-04-14
1306,4,"1e77b0",12,2023-04-14
1307,7,d0ce45,4,2023-04-17
1308,4,d0ce45,2,2023-04-17
1309,8,d0ce45,7,2023-04-17
1310,6,d0ce45,12,2023-04-17
1311,7,e04ff9,4,2023-04-17
1312,4,e04ff9,4,2023-04-17
1313,8,e04ff9,6,2023-04-17
1314,6,e04ff9,8,2023-04-17
1315,7,"83d833",9,2023-04-17
1316,4,"83d833",9,2023-04-17
1317,8,"83d833",4,2023-04-17
1318,6,"83d833",7,2023-04-17
1319,7,"2d2957",1,2023-04-17
1320,4,"2d2957",3,2023-04-17
1321,8,"2d2957",3,2023-04-17
1322,6,"2d2957",1,2023-04-17
1323,7,"3762de",6,2023-04-17
1324,4,"3762de",9,2023-04-17
1325,8,"3762de",10,2023-04-17
1326,6,"3762de",4,2023-04-17
1327,4,"98059a",3,2023-04-18
1328,3,"98059a",1,2023-04-18
1329,6,"98059a",1,2023-04-18
1330,8,"98059a",10,2023-04-18
1331,4,"549cec",11,2023-04-18
1332,3,"549cec",2,2023-04-18
1333,6,"549cec",10,2023-04-18
1334,8,"549cec",3,2023-04-18
1335,4,"960b19",7,2023-04-18
1336,3,"960b19",6,2023-04-18
1337,6,"960b19",11,2023-04-18
1338,8,"960b19",9,2023-04-18
1339,4,a67c06,9,2023-04-18
1340,3,a67c06,3,2023-04-18
1341,6,a67c06,11,2023-04-18
1342,8,a67c06,2,2023-04-18
1343,4,"11b9cb",10,2023-04-18
1344,3,"11b9cb",4,2023-04-18
1345,6,"11b9cb",6,2023-04-18
1346,8,"11b9cb",10,2023-04-18
1347,7,e62b25,12,2023-04-19
1348,5,e62b25,7,2023-04-19
1349,1,e62b25,2,2023-04-19
1350,8,e62b25,8,2023-04-19
1351,3,e62b25,11,2023-04-19
1352,7,"98059a",12,2023-04-19
1353,5,"98059a",5,2023-04-19
1354,1,"98059a",1,2023-04-19
1355,8,"98059a",6,2023-04-19
1356,3,"98059a",5,2023-04-19
1357,7,b9b00b,5,2023-04-19
1358,5,b9b00b,9,2023-04-19
1359,1,b9b00b,12,2023-04-19
1360,8,b9b00b,3,2023-04-19
1361,3,b9b00b,2,2023-04-19
1362,7,"2d2957",3,2023-04-19
1363,5,"2d2957",2,2023-04-19
1364,1,"2d2957",3,2023-04-19
1365,8,"2d2957",2,2023-04-19
1366,3,"2d2957",10,2023-04-19
1367,8,"3fb3e7",9,2023-04-20
1368,5,"3fb3e7",6,2023-04-20
1369,6,"3fb3e7",8,2023-04-20
1370,1,"3fb3e7",5,2023-04-20
1371,7,"3fb3e7",8,2023-04-20
1372,8,"39be13",1,2023-04-20
1373,5,"39be13",8,2023-04-20
1374,6,"39be13",6,2023-04-20
1375,1,"39be13",11,2023-04-20
1376,7,"39be13",2,2023-04-20
1377,8,a482ef,3,2023-04-20
1378,5,a482ef,6,2023-04-20
1379,6,a482ef,2,2023-04-20
1380,1,a482ef,4,2023-04-20
1381,7,a482ef,6,2023-04-20
1382,8,"929b52",10,2023-04-20
1383,5,"929b52",11,2023-04-20
1384,6,"929b52",10,2023-04-20
1385,1,"929b52",8,2023-04-20
1386,7,"929b52",11,2023-04-20
1387,8,"6f7010",7,2023-04-20
1388,5,"6f7010",7,2023-04-20
1389,6,"6f7010",3,2023-04-20
1390,1,"6f7010",3,2023-04-20
1391,7,"6f7010",11,2023-04-20
1392,2,e62b25,3,2023-04-21
1393,7,e62b25,7,2023-04-21
1394,3,e62b25,1,2023-04-21
1395,4,e62b25,3,2023-04-21
1396,1,e62b25,4,2023-04-21
1397,2,"960b19",4,2023-04-21
1398,7,"960b19",4,2023-04-21
1399,3,"960b19",9,2023-04-21
1400,4,"960b19",6,2023-04-21
1401,1,"960b19",7,2023-04-21
1402,2,c77731,5,2023-04-21
1403,7,c77731,10,2023-04-21
1404,3,c77731,11,2023-04-21
1405,4,c77731,10,2023-04-21
1406,1,c77731,9,2023-04-21
1407,2,a67c06,1,2023-04-21
1408,7,a67c06,3,2023-04-21
1409,3,a67c06,6,2023-04-21
1410,4,a67c06,2,2023-04-21
1411,1,a67c06,7,2023-04-21
1412,2,"40e0fe",2,2023-04-21
1413,7,"40e0fe",2,2023-04-21
1414,3,"40e0fe",8,2023-04-21
1415,4,"40e0fe",1,2023-04-21
1416,1,"40e0fe",2,2023-04-21
1417,4,"39be13",3,2023-04-24
1418,3,"39be13",5,2023-04-24
1419,2,"39be13",10,2023-04-24
1420,7,"39be13",12,2023-04-24
1421,8,"39be13",7,2023-04-24
1422,4,c91a13,6,2023-04-24
1423,3,c91a13,9,2023-04-24
1424,2,c91a13,8,2023-04-24
1425,7,c91a13,7,2023-04-24
1426,8,c91a13,3,2023-04-24
1427,4,b9b00b,12,2023-04-24
1428,3,b9b00b,11,2023-04-24
1429,2,b9b00b,12,2023-04-24
1430,7,b9b00b,9,2023-04-24
1431,8,b9b00b,6,2023-04-24
1432,4,"83d833",5,2023-04-24
1433,3,"83d833",4,2023-04-24
1434,2,"83d833",2,2023-04-24
1435,7,"83d833",9,2023-04-24
1436,8,"83d833",1,2023-04-24
1437,4,"1c192d",2,2023-04-24
1438,3,"1c192d",7,2023-04-24
1439,2,"1c192d",6,2023-04-24
1440,7,"1c192d",9,2023-04-24
1441,8,"1c192d",10,2023-04-24
1442,4,"275dd5",6,2023-04-25
1443,1,"275dd5",12,2023-04-25
1444,8,"275dd5",11,2023-04-25
1445,5,"275dd5",11,2023-04-25
1446,4,"6f7010",7,2023-04-25
1447,1,"6f7010",11,2023-04-25
1448,8,"6f7010",6,2023-04-25
1449,5,"6f7010",12,2023-04-25
1450,4,d022bd,1,2023-04-25
1451,1,d022bd,12,2023-04-25
1452,8,d022bd,2,2023-04-25
1453,5,d022bd,4,2023-04-25
1454,4,"000a1b",1,2023-04-25
1455,1,"000a1b",5,2023-04-25
1456,8,"000a1b",11,2023-04-25
1457,5,"000a1b",9,2023-04-25
1458,4,c91a13,7,2023-04-25
1459,1,c91a13,2,2023-04-25
1460,8,c91a13,1,2023-04-25
1461,5,c91a13,11,2023-04-25
1462,2,"80cc75",4,2023-04-26
1463,8,"80cc75",1,2023-04-26
1464,6,"80cc75",6,2023-04-26
1465,5,"80cc75",11,2023-04-26
1466,2,"997a44",5,2023-04-26
1467,8,"997a44",12,2023-04-26
1468,6,"997a44",2,2023-04-26
1469,5,"997a44",3,2023-04-26
1470,2,"3fb3e7",8,2023-04-26
1471,8,"3fb3e7",7,2023-04-26
1472,6,"3fb3e7",7,2023-04-26
1473,5,"3fb3e7",9,2023-04-26
1474,2,ab288c,7,2023-04-26
1475,8,ab288c,5,2023-04-26
1476,6,ab288c,8,2023-04-26
1477,5,ab288c,8,2023-04-26
1478,2,a06b5a,9,2023-04-26
1479,8,a06b5a,7,2023-04-26
1480,6,a06b5a,3,2023-04-26
1481,5,a06b5a,5,2023-04-26
1482,4,e62b25,5,2023-04-27
